PTS,MATCHUP,Player Name,Player ID,Opponent Team
35,MIL vs. NOP,Giannis Antetokounmpo,203507,NOP
38,MIL vs. NOP,Giannis Antetokounmpo,203507,NOP
42,MIL @ NOP,Giannis Antetokounmpo,203507,NOP
30,MIL vs. NYK,Giannis Antetokounmpo,203507,NYK
37,MIL @ NYK,Giannis Antetokounmpo,203507,NYK
15,MIL @ NYK,Giannis Antetokounmpo,203507,NYK
25,MIL vs. NYK,Giannis Antetokounmpo,203507,NYK
24,MIL vs. NYK,Giannis Antetokounmpo,203507,NYK
38,MIL vs. NYK,Giannis Antetokounmpo,203507,NYK
22,MIL @ NYK,Giannis Antetokounmpo,203507,NYK
27,MIL @ NYK,Giannis Antetokounmpo,203507,NYK
20,MIL @ NYK,Giannis Antetokounmpo,203507,NYK
21,MIL vs. OKC,Giannis Antetokounmpo,203507,OKC
39,MIL @ OKC,Giannis Antetokounmpo,203507,OKC
29,MIL vs. OKC,Giannis Antetokounmpo,203507,OKC
24,MIL @ OKC,Giannis Antetokounmpo,203507,OKC
12,MIL vs. ORL,Giannis Antetokounmpo,203507,ORL
32,MIL vs. ORL,Giannis Antetokounmpo,203507,ORL
27,MIL vs. ORL,Giannis Antetokounmpo,203507,ORL
31,MIL vs. ORL,Giannis Antetokounmpo,203507,ORL
22,MIL @ ORL,Giannis Antetokounmpo,203507,ORL
33,MIL @ ORL,Giannis Antetokounmpo,203507,ORL
28,MIL @ ORL,Giannis Antetokounmpo,203507,ORL
34,MIL @ ORL,Giannis Antetokounmpo,203507,ORL
21,MIL @ PHI,Giannis Antetokounmpo,203507,PHI
25,MIL @ PHI,Giannis Antetokounmpo,203507,PHI
31,MIL @ PHI,Giannis Antetokounmpo,203507,PHI
40,MIL @ PHI,Giannis Antetokounmpo,203507,PHI
32,MIL @ PHI,Giannis Antetokounmpo,203507,PHI
34,MIL vs. PHI,Giannis Antetokounmpo,203507,PHI
32,MIL vs. PHI,Giannis Antetokounmpo,203507,PHI
24,MIL vs. PHI,Giannis Antetokounmpo,203507,PHI
27,MIL vs. PHI,Giannis Antetokounmpo,203507,PHI
33,MIL vs. PHI,Giannis Antetokounmpo,203507,PHI
36,MIL @ PHX,Giannis Antetokounmpo,203507,PHX
19,MIL vs. PHX,Giannis Antetokounmpo,203507,PHX
18,MIL @ PHX,Giannis Antetokounmpo,203507,PHX
47,MIL @ PHX,Giannis Antetokounmpo,203507,PHX
33,MIL vs. PHX,Giannis Antetokounmpo,203507,PHX
37,MIL vs. POR,Giannis Antetokounmpo,203507,POR
24,MIL @ POR,Giannis Antetokounmpo,203507,POR
29,MIL @ POR,Giannis Antetokounmpo,203507,POR
18,MIL vs. POR,Giannis Antetokounmpo,203507,POR
47,MIL @ POR,Giannis Antetokounmpo,203507,POR
36,MIL @ SAC,Giannis Antetokounmpo,203507,SAC
46,MIL @ SAC,Giannis Antetokounmpo,203507,SAC
38,MIL vs. SAC,Giannis Antetokounmpo,203507,SAC
35,MIL vs. SAC,Giannis Antetokounmpo,203507,SAC
28,MIL vs. SAS,Giannis Antetokounmpo,203507,SAS
21,MIL @ SAS,Giannis Antetokounmpo,203507,SAS
28,MIL @ SAS,Giannis Antetokounmpo,203507,SAS
31,MIL vs. SAS,Giannis Antetokounmpo,203507,SAS
26,MIL vs. SAS,Giannis Antetokounmpo,203507,SAS
22,MIL vs. TOR,Giannis Antetokounmpo,203507,TOR
24,MIL @ TOR,Giannis Antetokounmpo,203507,TOR
30,MIL vs. TOR,Giannis Antetokounmpo,203507,TOR
30,MIL @ TOR,Giannis Antetokounmpo,203507,TOR
23,MIL vs. TOR,Giannis Antetokounmpo,203507,TOR
34,MIL vs. TOR,Giannis Antetokounmpo,203507,TOR
25,MIL vs. UTA,Giannis Antetokounmpo,203507,UTA
24,MIL @ UTA,Giannis Antetokounmpo,203507,UTA
30,MIL @ UTA,Giannis Antetokounmpo,203507,UTA
35,MIL vs. UTA,Giannis Antetokounmpo,203507,UTA
29,MIL @ UTA,Giannis Antetokounmpo,203507,UTA
29,MIL @ WAS,Giannis Antetokounmpo,203507,WAS
23,MIL vs. WAS,Giannis Antetokounmpo,203507,WAS
31,MIL @ WAS,Giannis Antetokounmpo,203507,WAS
33,MIL @ WAS,Giannis Antetokounmpo,203507,WAS
23,MIL @ WAS,Giannis Antetokounmpo,203507,WAS
55,MIL vs. WAS,Giannis Antetokounmpo,203507,WAS
33,MIL vs. WAS,Giannis Antetokounmpo,203507,WAS
28,MIL @ WAS,Giannis Antetokounmpo,203507,WAS
22,MIN vs. ATL,Karl-Anthony Towns,1626157,ATL
17,MIN @ ATL,Karl-Anthony Towns,1626157,ATL
31,MIN vs. ATL,Karl-Anthony Towns,1626157,ATL
24,MIN vs. BOS,Karl-Anthony Towns,1626157,BOS
19,MIN @ BOS,Karl-Anthony Towns,1626157,BOS
30,MIN @ BOS,Karl-Anthony Towns,1626157,BOS
31,MIN @ BKN,Karl-Anthony Towns,1626157,BKN
23,MIN vs. BKN,Karl-Anthony Towns,1626157,BKN
22,MIN @ BKN,Karl-Anthony Towns,1626157,BKN
25,MIN @ CHA,Karl-Anthony Towns,1626157,CHA
19,MIN @ CHA,Karl-Anthony Towns,1626157,CHA
16,MIN vs. CHA,Karl-Anthony Towns,1626157,CHA
39,MIN vs. CHA,Karl-Anthony Towns,1626157,CHA
25,MIN @ CHA,Karl-Anthony Towns,1626157,CHA
24,MIN @ CHI,Karl-Anthony Towns,1626157,CHI
27,MIN @ CHI,Karl-Anthony Towns,1626157,CHI
27,MIN vs. CHI,Karl-Anthony Towns,1626157,CHI
29,MIN @ CLE,Karl-Anthony Towns,1626157,CLE
17,MIN @ CLE,Karl-Anthony Towns,1626157,CLE
21,MIN vs. CLE,Karl-Anthony Towns,1626157,CLE
23,MIN vs. DAL,Karl-Anthony Towns,1626157,DAL
20,MIN vs. DAL,Karl-Anthony Towns,1626157,DAL
22,MIN vs. DAL,Karl-Anthony Towns,1626157,DAL
22,MIN @ DAL,Karl-Anthony Towns,1626157,DAL
26,MIN @ DAL,Karl-Anthony Towns,1626157,DAL
24,MIN vs. DAL,Karl-Anthony Towns,1626157,DAL
14,MIN vs. DEN,Karl-Anthony Towns,1626157,DEN
20,MIN vs. DEN,Karl-Anthony Towns,1626157,DEN
24,MIN vs. DEN,Karl-Anthony Towns,1626157,DEN
32,MIN @ DEN,Karl-Anthony Towns,1626157,DEN
32,MIN @ DEN,Karl-Anthony Towns,1626157,DEN
28,MIN @ DET,Karl-Anthony Towns,1626157,DET
24,MIN vs. DET,Karl-Anthony Towns,1626157,DET
21,MIN @ DET,Karl-Anthony Towns,1626157,DET
22,MIN vs. DET,Karl-Anthony Towns,1626157,DET
21,MIN vs. GSW,Karl-Anthony Towns,1626157,GSW
17,MIN @ GSW,Karl-Anthony Towns,1626157,GSW
14,MIN @ GSW,Karl-Anthony Towns,1626157,GSW
39,MIN vs. GSW,Karl-Anthony Towns,1626157,GSW
31,MIN @ GSW,Karl-Anthony Towns,1626157,GSW
26,MIN vs. GSW,Karl-Anthony Towns,1626157,GSW
22,MIN vs. GSW,Karl-Anthony Towns,1626157,GSW
30,MIN vs. HOU,Karl-Anthony Towns,1626157,HOU
25,MIN vs. HOU,Karl-Anthony Towns,1626157,HOU
27,MIN vs. HOU,Karl-Anthony Towns,1626157,HOU
29,MIN vs. HOU,Karl-Anthony Towns,1626157,HOU
40,MIN @ HOU,Karl-Anthony Towns,1626157,HOU
31,MIN @ HOU,Karl-Anthony Towns,1626157,HOU
28,MIN @ HOU,Karl-Anthony Towns,1626157,HOU
32,MIN vs. IND,Karl-Anthony Towns,1626157,IND
23,MIN @ IND,Karl-Anthony Towns,1626157,IND
30,MIN vs. IND,Karl-Anthony Towns,1626157,IND
15,MIN @ IND,Karl-Anthony Towns,1626157,IND
32,MIN @ IND,Karl-Anthony Towns,1626157,IND
8,MIN @ LAC,Karl-Anthony Towns,1626157,LAC
20,MIN vs. LAC,Karl-Anthony Towns,1626157,LAC
18,MIN vs. LAC,Karl-Anthony Towns,1626157,LAC
18,MIN vs. LAC,Karl-Anthony Towns,1626157,LAC
16,MIN @ LAC,Karl-Anthony Towns,1626157,LAC
21,MIN vs. LAL,Karl-Anthony Towns,1626157,LAL
29,MIN @ LAL,Karl-Anthony Towns,1626157,LAL
23,MIN vs. LAL,Karl-Anthony Towns,1626157,LAL
30,MIN vs. LAL,Karl-Anthony Towns,1626157,LAL
29,MIN @ LAL,Karl-Anthony Towns,1626157,LAL
15,MIN vs. LAL,Karl-Anthony Towns,1626157,LAL
28,MIN vs. LAL,Karl-Anthony Towns,1626157,LAL
21,MIN vs. MEM,Karl-Anthony Towns,1626157,MEM
13,MIN @ MEM,Karl-Anthony Towns,1626157,MEM
25,MIN @ MEM,Karl-Anthony Towns,1626157,MEM
22,MIN vs. MEM,Karl-Anthony Towns,1626157,MEM
25,MIN @ MEM,Karl-Anthony Towns,1626157,MEM
25,MIN vs. MEM,Karl-Anthony Towns,1626157,MEM
22,MIN vs. MEM,Karl-Anthony Towns,1626157,MEM
30,MIN @ MEM,Karl-Anthony Towns,1626157,MEM
11,MIN vs. MIA,Karl-Anthony Towns,1626157,MIA
25,MIN vs. MIA,Karl-Anthony Towns,1626157,MIA
27,MIN @ MIA,Karl-Anthony Towns,1626157,MIA
15,MIN @ MIA,Karl-Anthony Towns,1626157,MIA
24,MIN vs. MIA,Karl-Anthony Towns,1626157,MIA
25,MIN @ MIL,Karl-Anthony Towns,1626157,MIL
22,MIN vs. MIL,Karl-Anthony Towns,1626157,MIL
25,MIN vs. MIL,Karl-Anthony Towns,1626157,MIL
26,MIN @ MIL,Karl-Anthony Towns,1626157,MIL
32,MIN vs. NOP,Karl-Anthony Towns,1626157,NOP
25,MIN vs. NOP,Karl-Anthony Towns,1626157,NOP
28,MIN @ NOP,Karl-Anthony Towns,1626157,NOP
28,MIN vs. NOP,Karl-Anthony Towns,1626157,NOP
16,MIN @ NOP,Karl-Anthony Towns,1626157,NOP
26,MIN @ NOP,Karl-Anthony Towns,1626157,NOP
30,MIN vs. NOP,Karl-Anthony Towns,1626157,NOP
25,MIN vs. NYK,Karl-Anthony Towns,1626157,NYK
18,MIN vs. NYK,Karl-Anthony Towns,1626157,NYK
20,MIN @ NYK,Karl-Anthony Towns,1626157,NYK
27,MIN @ NYK,Karl-Anthony Towns,1626157,NYK
15,MIN @ OKC,Karl-Anthony Towns,1626157,OKC
12,MIN vs. OKC,Karl-Anthony Towns,1626157,OKC
33,MIN vs. OKC,Karl-Anthony Towns,1626157,OKC
13,MIN vs. OKC,Karl-Anthony Towns,1626157,OKC
20,MIN @ OKC,Karl-Anthony Towns,1626157,OKC
19,MIN @ OKC,Karl-Anthony Towns,1626157,OKC
17,MIN vs. OKC,Karl-Anthony Towns,1626157,OKC
30,MIN @ ORL,Karl-Anthony Towns,1626157,ORL
23,MIN vs. ORL,Karl-Anthony Towns,1626157,ORL
27,MIN @ ORL,Karl-Anthony Towns,1626157,ORL
21,MIN @ ORL,Karl-Anthony Towns,1626157,ORL
28,MIN @ PHI,Karl-Anthony Towns,1626157,PHI
12,MIN @ PHI,Karl-Anthony Towns,1626157,PHI
25,MIN vs. PHI,Karl-Anthony Towns,1626157,PHI
39,MIN @ PHI,Karl-Anthony Towns,1626157,PHI
35,MIN vs. PHX,Karl-Anthony Towns,1626157,PHX
11,MIN vs. PHX,Karl-Anthony Towns,1626157,PHX
24,MIN @ PHX,Karl-Anthony Towns,1626157,PHX
25,MIN @ PHX,Karl-Anthony Towns,1626157,PHX
15,MIN vs. PHX,Karl-Anthony Towns,1626157,PHX
24,MIN @ PHX,Karl-Anthony Towns,1626157,PHX
41,MIN @ PHX,Karl-Anthony Towns,1626157,PHX
23,MIN @ PHX,Karl-Anthony Towns,1626157,PHX
21,MIN vs. PHX,Karl-Anthony Towns,1626157,PHX
13,MIN vs. POR,Karl-Anthony Towns,1626157,POR
34,MIN vs. POR,Karl-Anthony Towns,1626157,POR
27,MIN vs. POR,Karl-Anthony Towns,1626157,POR
36,MIN vs. POR,Karl-Anthony Towns,1626157,POR
17,MIN @ POR,Karl-Anthony Towns,1626157,POR
23,MIN @ POR,Karl-Anthony Towns,1626157,POR
8,MIN vs. POR,Karl-Anthony Towns,1626157,POR
22,MIN vs. SAC,Karl-Anthony Towns,1626157,SAC
21,MIN @ SAC,Karl-Anthony Towns,1626157,SAC
25,MIN @ SAC,Karl-Anthony Towns,1626157,SAC
26,MIN @ SAC,Karl-Anthony Towns,1626157,SAC
26,MIN @ SAC,Karl-Anthony Towns,1626157,SAC
23,MIN vs. SAC,Karl-Anthony Towns,1626157,SAC
26,MIN @ SAS,Karl-Anthony Towns,1626157,SAS
21,MIN vs. SAS,Karl-Anthony Towns,1626157,SAS
27,MIN vs. SAS,Karl-Anthony Towns,1626157,SAS
25,MIN vs. SAS,Karl-Anthony Towns,1626157,SAS
60,MIN @ SAS,Karl-Anthony Towns,1626157,SAS
25,MIN vs. SAS,Karl-Anthony Towns,1626157,SAS
22,MIN @ SAS,Karl-Anthony Towns,1626157,SAS
21,MIN vs. SAS,Karl-Anthony Towns,1626157,SAS
16,MIN @ TOR,Karl-Anthony Towns,1626157,TOR
19,MIN vs. TOR,Karl-Anthony Towns,1626157,TOR
24,MIN vs. TOR,Karl-Anthony Towns,1626157,TOR
20,MIN @ TOR,Karl-Anthony Towns,1626157,TOR
27,MIN vs. UTA,Karl-Anthony Towns,1626157,UTA
31,MIN vs. UTA,Karl-Anthony Towns,1626157,UTA
16,MIN @ UTA,Karl-Anthony Towns,1626157,UTA
22,MIN vs. UTA,Karl-Anthony Towns,1626157,UTA
21,MIN vs. UTA,Karl-Anthony Towns,1626157,UTA
24,MIN @ UTA,Karl-Anthony Towns,1626157,UTA
8,MIN @ WAS,Karl-Anthony Towns,1626157,WAS
23,MIN @ WAS,Karl-Anthony Towns,1626157,WAS
34,MIN @ WAS,Karl-Anthony Towns,1626157,WAS
26,MIN vs. WAS,Karl-Anthony Towns,1626157,WAS
29,NOP @ ATL,Zion Williamson,1629627,ATL
34,NOP @ ATL,Zion Williamson,1629627,ATL
28,NOP @ BOS,Zion Williamson,1629627,BOS
28,NOP vs. BOS,Zion Williamson,1629627,BOS
25,NOP @ BKN,Zion Williamson,1629627,BKN
33,NOP vs. BKN,Zion Williamson,1629627,BKN
16,NOP @ BKN,Zion Williamson,1629627,BKN
16,NOP @ CHA,Zion Williamson,1629627,CHA
26,NOP vs. CHA,Zion Williamson,1629627,CHA
19,NOP @ CHI,Zion Williamson,1629627,CHI
28,NOP vs. CHI,Zion Williamson,1629627,CHI
29,NOP @ CHI,Zion Williamson,1629627,CHI
23,NOP vs. CLE,Zion Williamson,1629627,CLE
38,NOP @ CLE,Zion Williamson,1629627,CLE
38,NOP vs. DAL,Zion Williamson,1629627,DAL
36,NOP @ DAL,Zion Williamson,1629627,DAL
39,NOP vs. DEN,Zion Williamson,1629627,DEN
30,NOP @ DEN,Zion Williamson,1629627,DEN
25,NOP vs. DEN,Zion Williamson,1629627,DEN
21,NOP @ DEN,Zion Williamson,1629627,DEN
32,NOP vs. DET,Zion Williamson,1629627,DET
26,NOP @ DET,Zion Williamson,1629627,DET
29,NOP vs. DET,Zion Williamson,1629627,DET
9,NOP vs. GSW,Zion Williamson,1629627,GSW
16,NOP vs. GSW,Zion Williamson,1629627,GSW
23,NOP vs. GSW,Zion Williamson,1629627,GSW
32,NOP vs. GSW,Zion Williamson,1629627,GSW
26,NOP vs. HOU,Zion Williamson,1629627,HOU
26,NOP vs. HOU,Zion Williamson,1629627,HOU
20,NOP vs. HOU,Zion Williamson,1629627,HOU
26,NOP @ IND,Zion Williamson,1629627,IND
24,NOP vs. IND,Zion Williamson,1629627,IND
18,NOP @ IND,Zion Williamson,1629627,IND
21,NOP @ LAC,Zion Williamson,1629627,LAC
27,NOP vs. LAC,Zion Williamson,1629627,LAC
23,NOP vs. LAC,Zion Williamson,1629627,LAC
27,NOP @ LAL,Zion Williamson,1629627,LAL
27,NOP vs. LAL,Zion Williamson,1629627,LAL
21,NOP @ LAL,Zion Williamson,1629627,LAL
14,NOP @ MEM,Zion Williamson,1629627,MEM
31,NOP @ MEM,Zion Williamson,1629627,MEM
29,NOP vs. MEM,Zion Williamson,1629627,MEM
20,NOP @ MEM,Zion Williamson,1629627,MEM
32,NOP @ MIA,Zion Williamson,1629627,MIA
21,NOP vs. MIL,Zion Williamson,1629627,MIL
34,NOP @ MIL,Zion Williamson,1629627,MIL
18,NOP vs. MIL,Zion Williamson,1629627,MIL
37,NOP @ MIN,Zion Williamson,1629627,MIN
24,NOP vs. MIN,Zion Williamson,1629627,MIN
19,NOP @ MIN,Zion Williamson,1629627,MIN
43,NOP vs. MIN,Zion Williamson,1629627,MIN
34,NOP @ NYK,Zion Williamson,1629627,NYK
25,NOP vs. NYK,Zion Williamson,1629627,NYK
23,NOP vs. OKC,Zion Williamson,1629627,OKC
29,NOP vs. OKC,Zion Williamson,1629627,OKC
12,NOP @ OKC,Zion Williamson,1629627,OKC
27,NOP @ OKC,Zion Williamson,1629627,OKC
23,NOP @ ORL,Zion Williamson,1629627,ORL
26,NOP @ PHI,Zion Williamson,1629627,PHI
36,NOP vs. PHI,Zion Williamson,1629627,PHI
37,NOP vs. PHI,Zion Williamson,1629627,PHI
23,NOP vs. PHX,Zion Williamson,1629627,PHX
28,NOP vs. PHX,Zion Williamson,1629627,PHX
20,NOP @ PHX,Zion Williamson,1629627,PHX
30,NOP @ PHX,Zion Williamson,1629627,PHX
35,NOP vs. PHX,Zion Williamson,1629627,PHX
35,NOP vs. PHX,Zion Williamson,1629627,PHX
29,NOP vs. POR,Zion Williamson,1629627,POR
26,NOP @ POR,Zion Williamson,1629627,POR
28,NOP @ POR,Zion Williamson,1629627,POR
36,NOP vs. POR,Zion Williamson,1629627,POR
31,NOP @ SAC,Zion Williamson,1629627,SAC
17,NOP vs. SAC,Zion Williamson,1629627,SAC
30,NOP vs. SAC,Zion Williamson,1629627,SAC
32,NOP @ SAS,Zion Williamson,1629627,SAS
23,NOP @ SAS,Zion Williamson,1629627,SAS
18,NOP vs. SAS,Zion Williamson,1629627,SAS
30,NOP @ SAS,Zion Williamson,1629627,SAS
33,NOP vs. SAS,Zion Williamson,1629627,SAS
33,NOP vs. TOR,Zion Williamson,1629627,TOR
21,NOP vs. TOR,Zion Williamson,1629627,TOR
15,NOP @ TOR,Zion Williamson,1629627,TOR
25,NOP vs. UTA,Zion Williamson,1629627,UTA
26,NOP vs. UTA,Zion Williamson,1629627,UTA
27,NOP @ UTA,Zion Williamson,1629627,UTA
32,NOP @ UTA,Zion Williamson,1629627,UTA
31,NOP @ UTA,Zion Williamson,1629627,UTA
26,NOP @ UTA,Zion Williamson,1629627,UTA
32,NOP vs. WAS,Zion Williamson,1629627,WAS
21,NOP @ WAS,Zion Williamson,1629627,WAS
8,NYK @ ATL,Julius Randle,203944,ATL
14,NYK vs. ATL,Julius Randle,203944,ATL
32,NYK @ ATL,Julius Randle,203944,ATL
24,NYK @ ATL,Julius Randle,203944,ATL
28,NYK @ ATL,Julius Randle,203944,ATL
25,NYK @ ATL,Julius Randle,203944,ATL
44,NYK vs. ATL,Julius Randle,203944,ATL
25,NYK vs. ATL,Julius Randle,203944,ATL
34,NYK vs. ATL,Julius Randle,203944,ATL
40,NYK vs. ATL,Julius Randle,203944,ATL
35,NYK vs. BOS,Julius Randle,203944,BOS
29,NYK vs. BOS,Julius Randle,203944,BOS
20,NYK vs. BOS,Julius Randle,203944,BOS
31,NYK @ BOS,Julius Randle,203944,BOS
37,NYK @ BOS,Julius Randle,203944,BOS
20,NYK @ BOS,Julius Randle,203944,BOS
13,NYK @ BOS,Julius Randle,203944,BOS
22,NYK vs. BOS,Julius Randle,203944,BOS
23,NYK vs. BOS,Julius Randle,203944,BOS
20,NYK @ BOS,Julius Randle,203944,BOS
24,NYK @ BKN,Julius Randle,203944,BKN
24,NYK @ BKN,Julius Randle,203944,BKN
33,NYK @ BKN,Julius Randle,203944,BKN
26,NYK @ BKN,Julius Randle,203944,BKN
21,NYK vs. BKN,Julius Randle,203944,BKN
19,NYK @ BKN,Julius Randle,203944,BKN
30,NYK vs. BKN,Julius Randle,203944,BKN
31,NYK vs. BKN,Julius Randle,203944,BKN
18,NYK vs. BKN,Julius Randle,203944,BKN
19,NYK @ BKN,Julius Randle,203944,BKN
17,NYK vs. CHA,Julius Randle,203944,CHA
10,NYK @ CHA,Julius Randle,203944,CHA
33,NYK vs. CHA,Julius Randle,203944,CHA
21,NYK vs. CHA,Julius Randle,203944,CHA
16,NYK vs. CHA,Julius Randle,203944,CHA
18,NYK vs. CHA,Julius Randle,203944,CHA
11,NYK @ CHA,Julius Randle,203944,CHA
33,NYK @ CHA,Julius Randle,203944,CHA
16,NYK vs. CHA,Julius Randle,203944,CHA
13,NYK @ CHI,Julius Randle,203944,CHI
34,NYK @ CHI,Julius Randle,203944,CHI
5,NYK vs. CHI,Julius Randle,203944,CHI
27,NYK @ CHI,Julius Randle,203944,CHI
23,NYK @ CHI,Julius Randle,203944,CHI
29,NYK vs. CHI,Julius Randle,203944,CHI
19,NYK @ CHI,Julius Randle,203944,CHI
31,NYK @ CHI,Julius Randle,203944,CHI
30,NYK vs. CHI,Julius Randle,203944,CHI
34,NYK vs. CHI,Julius Randle,203944,CHI
15,NYK @ CLE,Julius Randle,203944,CLE
19,NYK vs. CLE,Julius Randle,203944,CLE
16,NYK vs. CLE,Julius Randle,203944,CLE
36,NYK vs. CLE,Julius Randle,203944,CLE
18,NYK @ CLE,Julius Randle,203944,CLE
28,NYK @ CLE,Julius Randle,203944,CLE
28,NYK @ CLE,Julius Randle,203944,CLE
18,NYK vs. CLE,Julius Randle,203944,CLE
26,NYK @ DAL,Julius Randle,203944,DAL
17,NYK vs. DAL,Julius Randle,203944,DAL
29,NYK @ DAL,Julius Randle,203944,DAL
24,NYK vs. DAL,Julius Randle,203944,DAL
44,NYK @ DAL,Julius Randle,203944,DAL
14,NYK vs. DAL,Julius Randle,203944,DAL
34,NYK @ DEN,Julius Randle,203944,DEN
14,NYK @ DEN,Julius Randle,203944,DEN
20,NYK vs. DEN,Julius Randle,203944,DEN
29,NYK vs. DEN,Julius Randle,203944,DEN
28,NYK @ DEN,Julius Randle,203944,DEN
24,NYK vs. DEN,Julius Randle,203944,DEN
15,NYK vs. DET,Julius Randle,203944,DET
36,NYK @ DET,Julius Randle,203944,DET
21,NYK vs. DET,Julius Randle,203944,DET
20,NYK @ DET,Julius Randle,203944,DET
27,NYK vs. DET,Julius Randle,203944,DET
42,NYK @ DET,Julius Randle,203944,DET
25,NYK @ DET,Julius Randle,203944,DET
5,NYK @ DET,Julius Randle,203944,DET
21,NYK vs. DET,Julius Randle,203944,DET
29,NYK @ DET,Julius Randle,203944,DET
20,NYK @ GSW,Julius Randle,203944,GSW
16,NYK @ GSW,Julius Randle,203944,GSW
25,NYK vs. GSW,Julius Randle,203944,GSW
28,NYK @ GSW,Julius Randle,203944,GSW
15,NYK vs. GSW,Julius Randle,203944,GSW
31,NYK vs. GSW,Julius Randle,203944,GSW
16,NYK vs. HOU,Julius Randle,203944,HOU
31,NYK @ HOU,Julius Randle,203944,HOU
26,NYK vs. HOU,Julius Randle,203944,HOU
22,NYK vs. HOU,Julius Randle,203944,HOU
35,NYK @ HOU,Julius Randle,203944,HOU
21,NYK @ HOU,Julius Randle,203944,HOU
11,NYK vs. IND,Julius Randle,203944,IND
18,NYK @ IND,Julius Randle,203944,IND
14,NYK vs. IND,Julius Randle,203944,IND
30,NYK vs. IND,Julius Randle,203944,IND
12,NYK @ IND,Julius Randle,203944,IND
28,NYK vs. IND,Julius Randle,203944,IND
17,NYK @ IND,Julius Randle,203944,IND
25,NYK @ IND,Julius Randle,203944,IND
18,NYK @ IND,Julius Randle,203944,IND
14,NYK @ LAC,Julius Randle,203944,LAC
19,NYK @ LAC,Julius Randle,203944,LAC
10,NYK @ LAC,Julius Randle,203944,LAC
27,NYK vs. LAC,Julius Randle,203944,LAC
24,NYK vs. LAC,Julius Randle,203944,LAC
28,NYK vs. LAC,Julius Randle,203944,LAC
20,NYK vs. LAL,Julius Randle,203944,LAL
31,NYK @ LAL,Julius Randle,203944,LAL
33,NYK @ LAL,Julius Randle,203944,LAL
23,NYK vs. LAL,Julius Randle,203944,LAL
32,NYK @ LAL,Julius Randle,203944,LAL
34,NYK vs. LAL,Julius Randle,203944,LAL
24,NYK @ MEM,Julius Randle,203944,MEM
14,NYK vs. MEM,Julius Randle,203944,MEM
28,NYK @ MEM,Julius Randle,203944,MEM
36,NYK @ MEM,Julius Randle,203944,MEM
18,NYK vs. MEM,Julius Randle,203944,MEM
15,NYK vs. MEM,Julius Randle,203944,MEM
3,NYK vs. MIA,Julius Randle,203944,MIA
22,NYK vs. MIA,Julius Randle,203944,MIA
15,NYK @ MIA,Julius Randle,203944,MIA
43,NYK @ MIA,Julius Randle,203944,MIA
11,NYK @ MIA,Julius Randle,203944,MIA
11,NYK vs. MIA,Julius Randle,203944,MIA
12,NYK @ MIA,Julius Randle,203944,MIA
26,NYK vs. MIA,Julius Randle,203944,MIA
23,NYK vs. MIA,Julius Randle,203944,MIA
14,NYK @ MIL,Julius Randle,203944,MIL
18,NYK vs. MIL,Julius Randle,203944,MIL
16,NYK vs. MIL,Julius Randle,203944,MIL
32,NYK @ MIL,Julius Randle,203944,MIL
7,NYK @ MIL,Julius Randle,203944,MIL
9,NYK @ MIL,Julius Randle,203944,MIL
25,NYK vs. MIL,Julius Randle,203944,MIL
29,NYK vs. MIL,Julius Randle,203944,MIL
8,NYK vs. MIL,Julius Randle,203944,MIL
31,NYK @ MIN,Julius Randle,203944,MIN
26,NYK @ MIN,Julius Randle,203944,MIN
57,NYK vs. MIN,Julius Randle,203944,MIN
21,NYK vs. MIN,Julius Randle,203944,MIN
25,NYK vs. MIN,Julius Randle,203944,MIN
13,NYK @ MIN,Julius Randle,203944,MIN
10,NYK @ NOP,Julius Randle,203944,NOP
4,NYK vs. NOP,Julius Randle,203944,NOP
28,NYK vs. NOP,Julius Randle,203944,NOP
33,NYK vs. NOP,Julius Randle,203944,NOP
32,NYK @ NOP,Julius Randle,203944,NOP
25,NYK @ OKC,Julius Randle,203944,OKC
25,NYK vs. OKC,Julius Randle,203944,OKC
26,NYK @ OKC,Julius Randle,203944,OKC
18,NYK vs. OKC,Julius Randle,203944,OKC
30,NYK vs. OKC,Julius Randle,203944,OKC
25,NYK vs. ORL,Julius Randle,203944,ORL
30,NYK vs. ORL,Julius Randle,203944,ORL
21,NYK @ ORL,Julius Randle,203944,ORL
13,NYK vs. ORL,Julius Randle,203944,ORL
23,NYK @ ORL,Julius Randle,203944,ORL
18,NYK vs. ORL,Julius Randle,203944,ORL
21,NYK vs. ORL,Julius Randle,203944,ORL
25,NYK @ ORL,Julius Randle,203944,ORL
22,NYK @ ORL,Julius Randle,203944,ORL
16,NYK vs. PHI,Julius Randle,203944,PHI
31,NYK @ PHI,Julius Randle,203944,PHI
17,NYK @ PHI,Julius Randle,203944,PHI
24,NYK vs. PHI,Julius Randle,203944,PHI
19,NYK @ PHI,Julius Randle,203944,PHI
24,NYK @ PHI,Julius Randle,203944,PHI
16,NYK vs. PHI,Julius Randle,203944,PHI
30,NYK @ PHI,Julius Randle,203944,PHI
24,NYK vs. PHI,Julius Randle,203944,PHI
25,NYK vs. PHI,Julius Randle,203944,PHI
9,NYK vs. PHX,Julius Randle,203944,PHX
9,NYK @ PHX,Julius Randle,203944,PHX
24,NYK @ PHX,Julius Randle,203944,PHX
25,NYK @ PHX,Julius Randle,203944,PHX
28,NYK vs. PHX,Julius Randle,203944,PHX
